"DP_Name","TP_Name","EdgeID",Vertical,"Sub Vertical",City,State,"Server Type","Sub Server Type",Reach,"No of Aps",Capex,Opex,"Deal Value","Deal Term",Revenue,"Budget for Ops","Budget for Connectivity","Actual spends on connectivity",Active
NMMT,MH43-H-5228,6865a1,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5224,b71597,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5284,bc9cc2,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43H5200,b718c5,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5147,90aeb5,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5186,eead32,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5278,fcc8bc,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5243,0aa0e1,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5134,F89916,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5188,617311,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43H5155,e526f6,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5256,8cabe4,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5149,140ac1,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5259,b79eb0,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43H5105,d25abb,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5273,52b84c,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43H5172,615d32,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5164,799e16,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,MH43-H-5215,cb0529,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(105),18487f,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(126),50e5e5,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(121),8d0e46,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(102),8a0ccd,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(135),04908b,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(132),8543bd,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(107),965cc9,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(111),7d0b17,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(133),534da0,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(124),7670eb,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(137),ea79e6,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(103),89aa45,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(123),399942,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(108),c77691,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(112),6c64ec,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(122),6162ae,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(128),91359a,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(117),a2718d,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(109),36e328,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(131),5ea06e,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(140),c7a883,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
CMRL,Train#(106),d14fee,"Private Transport",Metro,Chennai,"Tamil Nadu",Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 20",01975b,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 19",069b91,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 05",0be1f6,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 03",12f497,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 07",130ca0,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 04",157bea,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 35",1b7a23,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 02",2494a4,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 22",2b07f3,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 15",3080b2,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 17",392bca,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 21",3d607c,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 18",3e53aa,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 06",4053e3,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 32",4226ef,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 28",44e7d9,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 01",513e51,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 37",5234a8,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 41",555ff5,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 42",5e115b,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 46",66a7da,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 44",7e9c1c,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 43",826d55,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 14",82b85d,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 38",87bae4,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 13",8fdef6,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 31",92e081,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 24",999792,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 36",9d73a1,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 08",a4f4d4,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 40",af7233,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 16",af794f,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 45",b901c0,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 33",c33467,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 39",ce96e4,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 09",d10c83,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 26",d4cf1e,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 27",d5d4e5,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 12",db8da9,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 10",e07285,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 23",e38c4c,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 11",e46658,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 34",e5fa19,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 25",f86f6a,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 47",e62825,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 48",f0ce05,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 49",f08e12,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"HMRL(L&T Metro)","Train No. 50",fae512,"Private Transport",Metro,Hyderabad,Telangana,Mobile,Kontron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Narayana Hospital","NARAYANA HOSPITAL",0f9b29,Healthcare,"Standalone Private Hospital",Gurugram,Haryana,Static,HP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,Belapur,151656,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mid,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NMMT,Airoli,2112df,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mid,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"NMMT Ghansoli Depot","Ghansoli Depot",34246a,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mid,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Silver Sands Serenity","Serenity 1",4b0ebb,Hotels,"Standalone Hotel",Goa,Maharashtra,Static,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"SRS Shanti Nagar Depot Bangalore","Shanti Nagar Depot",4b2c0e,"Private Transport","Intercity Bus",Bangalore,Karnataka,Mid,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"NMMT Turbhe","Turbhe Depot",556e50,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mid,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"NMMT Koper Khairane sector 3","Koper Khairane ",5ab875,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mid,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"KSRTC Chitradurga Depot","Chitradurga Depot",836742,"Public Place","Public Area",Chitradurga,Karnataka,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"KSRTC Mangalore Depot","Mangalore Depot",838e1a,"Public Place","Public Area",Mangalore,Karnataka,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"ZEE CAFE , Kormangala",Koramangala,8ccdfb,FnB,"FnB Chain",Bangalore,Karnataka,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"NMMT Asudgaon Sector - 2","Asudgaon Sector",94e284,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mid,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"YMCA Agripada",Agripada,98750a,Residential,"Hostel Chain",Mumbai,Maharashtra,Static,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Konduskar Royal Plaza Depot","Royal Plaza Depot",a558a5,"Private Transport","Intercity Bus",Kohlapur,Maharashtra,Mid,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Konduskar Shirgaon Depot","Shirgaon Depot",ad3ead,"Private Transport","Intercity Bus",Kohlapur,Maharashtra,Mid,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"NMMT Kalamboli Sector 2","Kalamboli Sector 2",ae472e,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mid,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"NMMT CBD Sector 06","CBD Sector 06",bd72e0,"Public Transport","City Bus","Navi Mumbai",Maharashtra,Mid,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"KSRTC Mysore - City Depot","Mysore City",c46e3d,"Public Place","Public Area",Mysore,Karnataka,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"KSRTC Mysore - Rural Depot","Mysore Rural",cd8cbe,"Public Place","Public Area",Mysore,Karnataka,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Zee Cafe HSR Layout ( Infra Riding)","Zee Cafe - HSR Layout",e33dc3,FnB,"FnB Chain",Bangalore,Karnataka,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Purple Travel-Mid","Purple Metro Depot",f5bf34,"Private Transport","Intercity Bus",Pune,Maharashtra,Mid,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Hyderabad Metro DCC","Hyderabad Metro Network",ff202e,"Private Transport",Metro,Hyderabad,Telangana,Mid,"Supper Micro",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"KSRTC Kempegowda2","Kempegowda 2",4374e5,"Public Place","Public Area",Bangalore,Karnataka,Static,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"KSRTC Kempegowda3","Kempgowda 3",a9bb6b,"Public Place","Public Area",Bangalore,Karnataka,Static,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"KSRTC Kempegowda1","Kempgowda 1",c12b20,"Public Place","Public Area",Bangalore,Karnataka,Static,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Zee Cafe Pune","Zee Cafe - Pune",44d1cc,FnB,"FnB Chain",Pune,Maharashtra,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Shrama Sadhana","Shrama Sadhana Trust_old",fcd95b,Residential,"Hostel Chain",Mumbai,Maharashtra,Static,"I Ball",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"ZEE5 Loft Chandigarh","Zee Cafe - Chandigarh",91c3b6,FnB,"FnB Chain",Chandigarh,Punjab,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"ZEE5 Loft Ahmedabad",Ahmedabad,0c4c7c,FnB,"FnB Chain",Ahmedabad,Gujarat,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Zee Cafe Hyderabad ","Zee Cafe - Hyderabad",abb6f2,FnB,"FnB Chain",Hyderabad,Telengana,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"ZEE5 Loft Kammanahalli",Bangalore,79d2a9,FnB,"FnB Chain",Bangalore,Karnataka,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"ZEE5 Loft Jaipur",Jaipur,b9627b,FnB,"FnB Chain",Jaipur,,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"ZOLO Cosmos","Manyata techpark",27530e,Residential,"Hostel Chain",Bangalore,Karnataka,Static,HP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CSC Gram Panchayat",Rewari,42d864,"Public Place","Public Area",Rewari,Haryana,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Puneet Goenka Static","16th Floor",06039f,"Public Place","Public Area",Mumbai,Maharashtra,Static,default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CSC Gram Panchayat",babugarh,59cf7a,"Public Place","Public Area",Dehradun,Uttarakhand,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CSC Gram Panchayat",Dudhil,27d3a0,"Public Place","Public Area",Dehradun,Uttarakhand,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CSC Gram Panchayat","Nagal Jwalapur",405dc7,"Public Place","Public Area",Dehradun,Uttarakhand,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CSC Gram Panchayat",Arcadiagrant,2f8fbe,"Public Place","Public Area",Dehradun,Uttarakhand,Static,"Black Box",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Konduskar Travels","MH09 CV 0145",6c6bbd,"Private Transport","Intercity Bus",Kohlapur,Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Konduskar Travels","MHO9 CV 0143",123123,"Private Transport","Intercity Bus",Kohlapur,Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Konduskar Travels",MH09CA2220,5afda7,"Private Transport","Intercity Bus",Kohlapur,Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Konduskar Travels",MH09BC4581,e9e03a,"Private Transport","Intercity Bus",Kohlapur,Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Konduskar Travels",MH09EM8982,964139,"Private Transport","Intercity Bus",Kohlapur,Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Konduskar Travels",MH09EM4581,3a9b65,"Private Transport","Intercity Bus",Kohlapur,Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Konduskar Travels",MH09CA2202,1231c5,"Private Transport","Intercity Bus",Kohlapur,Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Konduskar Travels",MH09EM4005,39031a,"Private Transport","Intercity Bus",Kohlapur,Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Konduskar Travels",MH09CA4020,4cca3b,"Private Transport","Intercity Bus",Kohlapur,Maharashtra,Mobile,C2C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
